Pop.Type,loc,bed,row,col,pop,mf,rep,Genotype,block,flowers,fruits,FrFlN,elevation.group,elev_m,Lat,Long,GrwSsn_GD_Recent,GrwSsn_GD_Historical,Wtr_Year_GD_Recent,Wtr_Year_GD_Historical,WL2_Lat,WL2_Long,WL2_Elev,Geographic_Dist,Elev_Dist,ProbFruits
2023-survivor,H_12_B,H,12,B,SC,2,1,SC_2_1,L,NA,NA,NA,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,38.82599,-120.2509,2020,62498.874631501516,1598.4821701,NA
2023-survivor,H_13_A,H,13,A,TM2,2,6,TM2_2_6,L,NA,NA,NA,Low,379.1526973,39.59255,-121.55072,0.5655470039740155,0.5659562962531037,0.406282424823454,0.3858797856421098,38.82599,-120.2509,2020,140893.43148019144,1640.8473027,NA
2023-survivor,H_25_B,H,25,B,SC,4,14,SC_4_14,K,NA,NA,NA,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,38.82599,-120.2509,2020,62498.874631501516,1598.4821701,NA
2023-survivor,H_31_A,H,31,A,YO7,4,11,YO7_4_11,K,1,7,8,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,H_34_A,H,34,A,WL2,2,7,WL2_2_7,K,NA,NA,NA,High,2020.115818,38.8263,-120.25242,0.23834796265124175,0.29776019955620475,0.22560862836588205,0.24685507697635775,38.82599,-120.2509,2020,136.2621716836303,-0.1158179999999902,NA
2023-survivor,H_3_C,H,3,C,YO7,7,15,YO7_7_15,L,1,12,13,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,H_11_C,H,11,C,IH,4,1,IH_4_1,L,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
2023-survivor,H_12_C,H,12,C,YO7,4,1,YO7_4_1,L,0,12,12,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,H_24_D,H,24,D,SC,6,13,SC_6_13,K,NA,NA,NA,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,38.82599,-120.2509,2020,62498.874631501516,1598.4821701,NA
2023-survivor,H_31_C,H,31,C,IH,5,13,IH_5_13,K,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
2023-survivor,I_12_A,I,12,A,IH,1,1,IH_1_1,L,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
2023-survivor,I_16_B,I,16,B,BH,2,1,BH_2_1,L,NA,NA,NA,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,NA
2023-survivor,I_18_A,I,18,A,BH,1,1,BH_1_1,L,0,0,0,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,0
2023-survivor,I_3_D,I,3,D,BH,4,1,BH_4_1,L,NA,NA,NA,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,NA
2023-survivor,J_4_A,J,4,A,YO7,3,8,YO7_3_8,M,0,6,6,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,J_8_A,J,8,A,BH,5,2,BH_5_2,M,NA,NA,NA,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,NA
2023-survivor,J_10_A,J,10,A,BH,4,2,BH_4_2,M,0,0,0,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,0
2023-survivor,J_15_A,J,15,A,YO7,7,11,YO7_7_11,M,0,0,0,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,0
2023-survivor,J_18_B,J,18,B,SC,8,2,SC_8_2,M,NA,NA,NA,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,38.82599,-120.2509,2020,62498.874631501516,1598.4821701,NA
2023-survivor,J_11_D,J,11,D,IH,5,2,IH_5_2,M,0,3,3,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,1
2023-survivor,J_13_C,J,13,C,BH,6,2,BH_6_2,M,0,0,0,Low,511.4294422,37.40985,-119.96458,0.3604549428293177,0.3815129633506691,0.5660007888959232,0.5206930652158447,38.82599,-120.2509,2020,159625.59620443787,1508.5705578,0
2023-survivor,J_17_D,J,17,D,LV1,8,1,LV1_8_1,M,NA,NA,NA,High,2593.416641,40.47471,-121.50486,0.4138238945758593,0.6148904032221205,0.4058296303042206,0.49887652894575624,38.82599,-120.2509,2020,212682.4805822545,-573.4166409999998,NA
2023-survivor,K_2_B,K,2,B,IH,4,14,IH_4_14,M,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
2023-survivor,K_4_B,K,4,B,IH,6,2,IH_6_2,M,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
2023-survivor,K_10_A,K,10,A,YO7,1,2,YO7_1_2,M,0,15,15,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,K_13_A,K,13,A,CC,1,2,CC_1_2,M,0,9,9,Low,313,39.58597,-121.43311,0.43490172820755546,0.5097214611547519,0.4450085211577885,0.4145360922023299,38.82599,-120.2509,2020,132498.41828627142,1707,1
2023-survivor,K_2_C,K,2,C,YO7,5,13,YO7_5_13,M,0,6,6,High,2469.978665,37.80903,-119.56605,0.35348538327998885,0.34322189186049695,0.3278142543551394,0.31317642544210694,38.82599,-120.2509,2020,128036.86977041698,-449.9786650000001,1
2023-survivor,K_7_C,K,7,C,SC,6,2,SC_6_2,M,NA,NA,NA,Low,421.5178299,38.41167,-120.73583000000001,0.4493119322097615,0.4471144228275997,0.49706981852766485,0.4743355233119946,38.82599,-120.2509,2020,62498.874631501516,1598.4821701,NA
2023-survivor,K_8_C,K,8,C,IH,1,2,IH_1_2,M,NA,NA,NA,Low,454.1298385,39.09332,-120.92114,0.45312803979930383,0.4559818192139265,0.422261684130245,0.3865157522289891,38.82599,-120.2509,2020,65203.39531640123,1565.8701615,NA
